NUM CORPS;FOURNISSEUR CORPS;TYPE CORPS;DN;PN;N° DE SERIE CORPS;CV;NORME BRIDES;CODE;MATIERE ARBRE;MATIERE SIEGE;MATIERE  ORG. REGLANT;M;MATIERE GARNITURES;TYPE GARNITURES
457;CORRI SERVAIS;VPZZ100ISO;50;100;;0;ISO PN100;0;Z20C13;Stéllité;Stéllité;G17CrMo55;Graphite;0
458;VALMET METSO;NELDISC;200;ANSI 150;;;ANSI 150;L1CMA08PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;Graphite;
459;CORRI SERVAIS;VPZZ100ISO;80;100;;;ISO PN100;;Z20C13;Stéllité;Stéllité;G17CrMo55;Graphite;
460;VALMET METSO;NELDISC;250;ANSI 150;;;ANSI 150;L1CMA10PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;Graphite;
461;CORRI SERVAIS;VPZZ100ISO;80;100;;;ISO PN100;;Z20C13;Stéllité;Stéllité;G17CrMo55;Graphite;
462;VALMET METSO;NELDISC;300;ANSI 150;;;;L1CMA12PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;Graphite;
463;CORRI SERVAIS;VPZZ100ISO;80;100;;;ISO PN100;;Z20C13;Stéllité;Stéllité;G17CrMo55;Graphite;
464;VALMET METSO;NELDISC;200;10;0;0;0;L1CMA08PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;Graphite;
465;CORRI SERVAIS;FIG:VPZZ600T1;40;100;0;0;0;AR041378:1-1;0; ;0;0;0;0
466;VALMET METSO;NELDISC;200;10;;;;L1CMA08PACAF;ASTM A564GR630;INC 825+Cr;316;WCB;Graphite;
467;CORRI SERVAIS;FIG:VPZZ600T1;40;100;;;;AR041378:1-1;;;;;;
468;VALMET METSO;LW;80;0;0;0;0;LW7LBA080AAJAT;0;INCOLOY 825;316 SS;CF8M;0;0
469;VALMET METSO;LW;80;0;0;0;0;LW7LBA080AAJAT;0;INCOLOY 825;316 SS;CF8M;0;0
470;MASONEILAN;;200;10;;;;;;;;;;LATTY 3260 LM 
471;VALMET METSO;REJA200AJJSTA;200;10;MA0197516;0;RATIGEN PN10;0;329SS;316SS;329SS;CF8M;0;0
472;MASONEILAN;35-35112;200;10;;850;ISO PN 10;35-35112;;AnSI 316 L STEL;ANSI 316;A216 GR WCC;;
473;;;150;10;;;;;;;;;;
474;MASONEILAN;35-35112;200;10;;850;ISO PN 10;35-35112;;AnSI 316 L STEL;ANSI 316;A216 GR WCC;;
475;;;150;10;;;;;;;;;;
476;VALMET METSO;NELDISC;250;ANSI B 16;0;0;0;L1CMA 10 AAJA;329 SS;INC 825;329 SS;CF8M;PTFE;0
477;SCHLUMBERGER SEREG VANNES;Maxflo;150;10;;;;MTPD - 11A111E;;F 316;17-4 PH;A216 WCB ;PTFE;RAINEX 788 DIAM. 8
478;AMRI KSB;ISORIA 10;200;10;0;0;0;3T6K6XV;0;XV;INOX;0;0;0
479;VALMET METSO;L12;80;0;G0001043;0;0;L12A080AA;0;INC 825;316 SS;CF8M;0;0
480;VALMET METSO;L12;80;0;C0001043;0;0;L12A080AA;0;INC 825;316 SS;CF8M;0;0
481;;;;;;;;;;;;;;
482;SCHLUMBERGER SEREG VANNES;Maxflo ;150;0;T5549;0;0;0;0;F 316;17-14 PH;A216 WCB;PTFE;LATTY 3260 LM
483;SCHLUMBERGER SEREG VANNES;Maxflo;150;10;;;;MTPD - 11A111E;;F 316;17-4 PH;A216 WCB;PTFE;
484;SCHLUMBERGER SEREG VANNES;Maxflo;150;10;;;;MTPD - 11A111E;;F 316;17-4 PH;A216 WCB;PTFE;
485;VALMET METSO;L12A150AA;150;25;C0001048;;; ;;INCOLOY 825 (A);329 SS;CF8M; ;
486;VALMET METSO;REKA150AJJSTA;150;16;MA0196907;0;RATINGEN PN16;0;329SS;316SS;329SS;CF8M;0;0
487;VALMET METSO;NELDISC;200;;;;;LJM200 AB;316 SS;248SV/GR;316 SS;316 SS;PTFE;
488;MASONEILAN;;250;10;;;;;;;Inox;;PTFE/CARB;3260 LM
489;MASONEILAN;35 - 35202;100;0;62-5370-02-1;0;ANSI 600 RF;0;0;0;316 RD;A351 GR CF8M;PTFE KEVELAR;0
490;EMERSON;OPTISEAL FIG 14-102;100;10;03/284319;;;PRA00901XXOPM00;INOX;EPDM;INOX;EN-GJL-250;Joint à lèvre;
491;VALMET METSO;R1;100;25;359244;;;R1LA 04 AJJL;329 SS;;329 SS;CF8M;PTFE;
492;VALMET METSO;REKA150AJJSTA;150;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
493;EMERSON;FIG 14 102;100;10;114173;;;;Inox;EPDM;INOX;FONTE GG25;Joint à lèvre;
494;VALMET METSO;L1C;80;10;0;0;0;L1CMA 03 AAJA;329 SS;INC 825+CR;316 SS;316 SS;0;0
495;VALMET METSO;0;200;10;409430;0;0;L12;0;0;0;0;0;K916
496;EMERSON;FIG 14 102;100;10;;;;;Inox;EPDM;INOX;FONTE GG25;Joint à lèvre;
497;VALMET METSO;L12;300;25;C0001049;0;0;L12A300AA;328 SS;INC 825;316 SS;CF8M;0;0
498;AMRI KSB;Gamma;400;10;0;0;0;3T 6P 3G XV;0;0;0;0;0;0
499;CCI VALVE;VST-56BSE;0;0;0;0;à souder;0;0;X10CrMoVNb9-1/C21COATING;X19CrMoVNbN11-1;EN 10222-2 13CrMo4-5;Graphite;0
500;AMRI KSB;Gamma;100;10;;;;;;XA;Inox;fonte GG25;;
501;SAPAG;68451A;40;0;6752802;0;0;0;0;PTFE;CHROME;A105;PTFE;0
502;SAPAG;RTS FIG 68451A;40;0;6 752 801;0;0;0;0;PTFE;0;A105;0;0
503;SAPAG;RTS 68451;40;14885;17/2618020;0;0;0;0;PTFE;Boule;0;PTFE CARBON;0
504;;;40;;;;;;;;;;;
505;SAPAG;RTS 68451;40;;17/2618020;;;;;PTFE;;;;
506;;;;;;;;;;;;;;
507;;;;;;;;;;;;;;
508;;;;;;;;;;;;;;
509;EMERSON;FIG 14 102;250;10;347934;;;;INOX;EPDM;INOX;FONTE GG25;;
510;EMERSON;FIG 14 102;250;10;347928;;;;INOX;EPDM;INOX;FONTE GG25;;
511;CORRI SERVAIS;VAN044 VAP 45B/450°;40 passage direct;100;0;0;ISO PN 100;A182F11/STELLITE;0;STELLITE;0;A182F11;0;0
512;0;L12A400AAG;400;10;0;0;0;0;INOX;INOX;INOX;INOX;0;0
513;VALMET METSO;L12A200AA;200;EN-PN25;C0001047;0;0;0;316SS;INCOLOY825;329SS;CF8M;0;0
514;AMRI KSB;GAMMA;600;10;;;;3T 6P 3G XV;INOX Z30 C13;XV;FONTE;FONTE FT 20;;
515;VALMET METSO;L12A250AA;250;25;C0001048;0;0;0;329SS;INCOLOY 825;0;CF8M;316SS;0
516;VALMET METSO;L12A250AA;250;25;C0001048;0;0;0;329SS;INCOLOY 825;0;CF8M;316SS;0
517;VALMET METSO;L12A250AA;250;25;C0001048;0;0;0;329SS;INCOLOY 825;0;CF8M;316SS;0
518;VALMET METSO;L12A250AA;250;25;C0001048;0;0;0;329SS;INCOLOY 825;0;CF8M;316SS;0
519;VALMET METSO;L12A250AA;250;25;C0001048;0;0;0;329SS;INCOLOY 825;316SS;CF8M;316SS;0
520;;Camflex II;50;50;02-4848-01-1;50;ISO PN 50;0;ANSI 316;STEL n°6;ANSI 316;A216 GR WCC;0;
521;;CAMFLEX II;50;50;02-4848-01-2;50;ISO PN 50;0;ANSI 316;STEL n°6;ANSI 316;A216 GR WCC;0;
522;EMERSON;PREMISEAL 38DW-112;40;16; ;0;;;Inox;EPDM;Inox;GJS-400-15;Joint à lèvre;0
523;EMERSON;PREMISEAL 38DW-112;40;16;;0;;;Inox;EPDM;Inox;GJS-400-15;Joint à lèvre;0
524;EMERSON;PREMISEAL 38DW-112;40;10;;;;;;EPDM;;GJS-400-15;;
525;EMERSON;PREMISEAL 38DW-112;40;10;;;;;;EPDM;;GJS-400-15;;
526;EMERSON;FIG 38 102;32;16;552714;0;0;0;Inox;EPDM;Inox;Fonte GG25;Joint à lèvre;0
527;VALMET METSO;RAA050AS;50;40;C0001121;0;0;0;0;316SS;329SS;CF8M;0;0
528;;;80;10;;;;;;;;;;
529;EMERSON;FIG 14 102;50;10;;;;;Inox;EPDM;Inox 316;Fonte FT 25;;
530;EMERSON;FIG 14 102;50;10;;;;;Inox;EPDM;Inox 316;Fonte FT 25;;
531;EMERSON;FIG 14 102;50;10;;;;;Inox;EPDM;Inox 316;Fonte FT 25;;
532;EMERSON;FIG 14 102;50;10;0;0;0;0;Inox;EPDN;Inox 316;Fonte FT 25;0;0
533;EMERSON;FIG 14 102;50;10;0;0;0;0;Inox;EPDN;Inox 316;Fonte FT 25;0;0
534;EMERSON;PREMISEAL 38DW-112;50;16;;0;;;Inox;EPDM;Inox;GJS-400-15;Joint à lèvre;0
535;EMERSON;PREMISEAL 38DW-112;50;16;;0;;;Inox;EPDM;Inox;GJS-400-15;Joint à lèvre;0
536;EMERSON;PREMISEAL 38DW-112;50;10;;;;;;EPDM;;GJS-400-15;;
537;EMERSON;PREMISEAL 38DW-112;50;10;;;;;;EPDM;;GJS-400-15;;
538;EMERSON;FIG 14 102;100;10;0;0;0;0;Inox;EPDM;Inox;Fonte GG25;Joint à lèvre;0
539;EMERSON;FIG 14 102;300;10;;;;;;EPDM;;GG 25;;
540;EMERSON;FIG 14 102;300;10;;;;;INOX;EPDM;Inox;GG 25;Joint à lèvre;
541;EMERSON;FIG 14 102;300;10;;;;;;EPDM;;GG 25;;
542;EMERSON;14 102;300;10;04/393299;0;0;0;INOX;EPDM;INOX;GJL-250;joint à lèvre;0
543;EMERSON;FIG 14 102;250;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
544;EMERSON;FIG 14 102;250;10;;;;;;EPDM;;GG 25;;
545;EMERSON;FIG 14 102;250;10;;;;;;EPDM;;GG 25;;
546;EMERSON;FIG 14 102;250;10;;;;;INOX;EPDM;INOX;GG 25;;JOINT A LEVRES
547;EMERSON;14 102;250;10;04/406369;0;0;0;INOX;EPDM;INOX;GJL-250;joint à lèvre;0
548;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
549;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
550;;;200;10;;;;;;;;;;
551;EMERSON;FIG 14 102;200;10;03/356029;0;0;0;INOX;EPDM;INOX;GJL-250;joint à lèvre;0
552;EMERSON;FIG 14 102;200;10;M454790;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
553;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25 ;Joint à lèvre;
554;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
555;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
556;EMERSON;FIG 14 102;200;10;18617;0;0;79E03601XX0PM00;INOX;EPDM;INOX;FONTE GG25;0;0
557;EMERSON;14 102;300;10;99252;0;0;0;INOX;EPDM;INOX;GG 25;Joint à lèvre;0
558;EMERSON;FIG 14 102;300;10;;;;;;EPDM;;GG 25;;
559;EMERSON;FIG 14 102;300;10;;;;796 036;INOX;EPDM;INOX;GG 25;Joint à lèvre;
560;EMERSON;FIG 14 102;300;10;;;;;;EPDM;;GG 25;;
561;EMERSON;FIG 14 102;300;10;99252;;;;INOX;EPDM;INOX;GG 25;joint à lèvre;
562;EMERSON;FIG 14 102;300;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
563;EMERSON;FIG 14 102;300;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
564;EMERSON;FIG 14 102;300;10;509962;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
565;EMERSON;FIG 14 102;300;16;0;0;0;0;416SS;EPDM;316 SS;Fonte GS;Joint à lèvre;
566;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;joint à lèvre;
567;EMERSON;FIG 14 102;200;10;03/356025;0;0;0;INOX;EPDM;INOX;GJL-250;joint à lèvre;0
568;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;Inox;GG 25;Joint à lèvre;
569;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;;JOINT A LEVRES
570;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
571;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25 ;Joint à lèvre;
572;EMERSON;FIG 14 102;200;10;;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
573;EMERSON;FIG 14 102;200;10;507969;;;;INOX;EPDM;INOX;GG 25;Joint à lèvre;
574;EMERSON;FIG 14 102;200;10;23980;0;0;79E03601XX0PM00;INOX;EPDM;INOX;FONTE GG25;joint à lèvre;0
575;VALMET METSO;L12A08AA;80;40;J5666923.08;0;0;0;INOX;INCOLOY825;316SS;CF8M;;
576;VALMET METSO;L12A08AA;80;40;J5666923.01;0;0;0;INOX;INCOLOY825;316SS;CF8M;0;
577;VALMET METSO;L12A08AA;80;40;J5626182.02;0;0;0;INOX;INCOLOY825;316SS;CF8M;0;
578;VALMET METSO;L12A08AA;80;40;J5678877.06;0;0;0;INOX;INCOLOY825;316SS;CF8M;0;0
579;VALMET METSO;L12A08AA;80;40;J5666923.05;0;;0;INOX;INCOLOY825;316SS;CF8M;0;0
580;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
581;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152511;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
582;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);400;10;OF152521;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
583;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152510;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
584;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152511;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
585;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
586;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);80;10;OF153249;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
587;KEYSTONE;A536 65-45-12 (FIG. 320);80;16;32W0080-D0S0SGE1M4I;;;;INOX;;INOX;;;
588;KEYSTONE;A536 65-45-12 (FIG. 320);80;16;32W0080-D0S0SGE1M4I;;;;INOX;;INOX;;;
589;KEYSTONE;Fonte (FIG. 320);350;;F455 WM-009;;;;INOX;;INOX;;;
590;KEYSTONE;Fonte (FIG. 320);150;16;32W0150-D0S0SGE1M4I;;;;INOX;;INOX;;;
591;KEYSTONE;Fonte (FIG. 320);150;16;32W0150-D0S0SGE1M4I;;;;INOX;;INOX;;;
592;SAPAG;Fonte ;350;25;20/317321050 1;;;;INOX;;INOX;;;
593;KEYSTONE;Fig 320-112;100;16;?;;;;INOX;;INOX;;;
594;K-BALL;INOX;25;10;;;;;;;;;;
595;K-BALL;INOX;25;10;;;;;;;;;;
596;K-BALL;INOX;25;16;;;;;;;;;;
597;VALMET METSO;;350;25;S4005120840. 01;;;;;;;;;
598;VALMET METSO;CF8M;100;25;S4005081217. 06;;;;;;;;;
599;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
600;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152511;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
601;KEYSTONE;Fonte (FIG. 320);350;;F455 WM-009;;;;INOX;;INOX;;;
602;K-BALL;INOX;32;63;3040000639-40;;;;;;;;;
603;K-BALL;INOX;32;63;3040000639-40;;;;;;;;;
604;K-BALL;INOX;32;63;KLG-20/12;;;;;;;;;
605;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
606;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
607;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
608;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
609;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF152513;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
610;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);200;10;OF152517;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
611;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);80;10;OF153248;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;EPDM;Inox X5CrNiMo 17-12-2;;;
612;SAPAG;Fonte ;250;25;20/317321030 2;;;;INOX;;INOX;;;
613;SAPAG;Fonte ;250;25;20/317321030 3;;;;INOX;;INOX;;;
614;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);400;10;OF152521;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
615;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);80;10;OF152514;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
616;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152509;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
617;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);250;10;OF152509;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
618;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF153251;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
619;TECOFI;VG6400 GX5CrNIMo 19-11-2 (inox);150;10;OF153250;;EN1092-2 et DIN 2501 : ISO PN10;;Inox 13%Cr;NBR;Stainless steel X5CrNi 18-10;;;
620;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
621;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
622;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
623;KEYSTONE;FIG 320 112;150;16;?;;;;INOX;;INOX;;;
624;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
625;KEYSTONE;A536 65-45-12 (FIG. 320);50;16;32W0050-D0S0SGE1M4I;;;;INOX;;INOX;;;
626;KEYSTONE;FIG 320 112;150;16;?;;;;INOX;;INOX;;;
627;KEYSTONE;FIG 320 112;150;16;?;;;;INOX;;INOX;;;
628;KEYSTONE;A536 65-45-12 (FIG. 320);200;16;32W0200-D0S0SGE1M4I;;;;INOX;;INOX;;;
629;AMRI KSB;ISORIA 10;150;10;76168514/0110;0;0;3T 6K 3G XA;INOX 13% (6K);XA;FGS 400.15 Revêtu plyuréthane;GG 25 (3t);0;
630;AMRI KSB;ISORIA 10;150;10;76168514/0110;0;0;3T 6K 3G XA;INOX 13% (6K);XA;FGS 400.15 POLYRUR. (3G);GG 25 (3T);0;
631;AMRI KSB;ISORIA 10;150;10;76168514/0110;0;0;3T 6K 3G XA;INOX 13% (6k);XA;FGS 400.15 POLYRUR. (3G);GG 25 (3T);0;
632;AMRI KSB;ISORIA 10;150;10;76168514/0110;0;0;3T 6K 3G XA;INOX 13% (6K);XA;FGS 400.15 POLYRUR. (3G);GG 25 (3T);0;
633;MASONEILAN;48-21124;25;ISO PN100;63.541505-1;0;0;0;0;0;0;A216 GR WCC;0;0
634;MASONEILAN;0;25;0;0;0;0;0;0;0;0;0;0;0
