ATELIER;Repère;AFFECTATION;MACHINE;N° COMMANDE;DATE ;FOURNISSEUR  VANNE;NUM POSITIONNEUR;NUM CORPS;NUM ACTIONNNEUR;VANNES TOR;VANNES REG;ORGANE  REGLANT;DATE ACHAT;FREQ. REVISION;VUE EN;A VOIR EN;;;;;;;;;;;;;;;;;;;;;
Energie;CVSB3;Vanne sortie bache alimentaire n°3;Baches alimentaires Bab.;1804AR;2/23/18;AMRI KSB;370;370;370;TOR;0;PAPILLON;2018;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0241;Adoucisseur n° 1 vanne n°1;Adoucisseurs ERPAC;;;AMRI KSB;371;371;371;TOR;;PAPILLON;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0242;Adoucisseur n° 1 vanne n°2;Adoucisseurs ERPAC;;;AMRI KSB;372;372;372;TOR;;PAPILLON;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0250;Adoucisseur n° 2 vanne n°11;Adoucisseurs ERPAC;;;AMRI KSB;373;373;373;TOR;;PAPILLON;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0251;Adoucisseur n° 2 vanne n°12;Adoucisseurs ERPAC;;;AMRI KSB;374;374;374;TOR;;PAPILLON;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0259;Adoucisseur n° 3 vanne n°21;Adoucisseurs ERPAC;;;AMRI KSB;375;375;375;TOR;;PAPILLON;;100;1996;2096;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0260;Adoucisseur n° 3 vanne n°22;Adoucisseurs ERPAC;;;AMRI KSB;376;376;376;TOR;;PAPILLON;;100;1996;2096;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0279;Annexe ERPAC vanne n° 35;Adoucisseurs ERPAC;;;AMRI KSB;377;377;377;TOR;;PAPILLON;;100;1994;2094;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 13 0381;Appoint eau bouteille laveur des buées;four à chaux;;;AMRI KSB;378;378;378;TOR;;BOULE;2000;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 02 0167;Appoint eau réfrigérant par retour turbo;Réfrigérant;020504 AR;4/18/02;AMRI KSB;379;379;379;TOR;0;PAPILLON;2002;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 01 13 0383;Lavage des buées;four à chaux;;;AMRI KSB;380;380;380;TOR;;BOULE;2000;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 09 13 0093;Niveau bac de circulation;Chaulerie;;;AMRI KSB;381;381;381;;REG;PAPILLON;2000;8;2018;2026;;;;;;;;;;;;;;;;;;;;;
Epuration ;PV 22 02 0562;Pression réchauffeur JT1 n°2;Réchauffeur de JT1;0;12/31/99;MASONEILAN;382;382;382;0;REG;OBTURATEUR;0;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 06 02 0073;Niveau bac JAE;Bac JAE;;;SCHLUMBERGER SEREG VANNES;383;383;383;;REG;OPERCULE;;10;2016;2026;;;;;;;;;;;;;;;;;;;;;
Epuration;LT 06 02 0015;Niveau bac jus clair 2;Bac jus clair 2;990294 AR;3/17/99;AMRI KSB;384;384;384;;REG;PAPILLON;1990;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 1075;Niveau bouteille C2;Distillateur;1253AR;12/6/12;VALMET METSO;385;385;385; ;REG;PAPILLON;2012;15;2013;2028;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 1076;Niveau bouteille C5;Distillateur;1253AR;12/6/12;VALMET METSO;386;386;386; ;REG;PAPILLON;2012;15;2013;2028;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 01 02 0567;Niveau bac récup. Condensats réchauffeurs;Bac récupération condensats réchauffeurs;;;MASONEILAN;387;387;387;;REG;OPERCULE;;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 01 02 0568;Niveau Bache  Réfrigérant par appoint eau de forage;Réfrigérant;020504 AR;4/18/02;AMRI KSB;388;388;388;0;REG;PAPILLON;2002;6;2019;2025;;;;;;;;;;;;;;;;;;;;;
Epuration;2 LV 01 02 0568;Niveau bache par eau des digues;Réfrigérant;950259 AR;4/13/95;EMERSON;389;389;389;;REG;PAPILLON;1995;100;2015;2115;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 1074;Niveau bouteille CC;Distillateur;1253AR;12/6/12;VALMET METSO;390;390;390; ;REG;PAPILLON;2012;15;2013;2028;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 01 02 0471;Niveau Réfrigérant;Réfrigérant;020504 AR;4/18/02;AMRI KSB;391;391;391;0;REG;PAPILLON;2002;15;2018;2033;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 13 0500;Niveau bouteille D1;Chaine condensats deshy;0;12/31/99;VALMET METSO;392;392;392;;REG;PAPILLON;0;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Epuration;AV 12 02 0019;PH 2ème carbonatation ;;;;VALMET METSO;393;393;393;;REG;PAPILLON;;100;2008;2108;;;;;;;;;;;;;;;;;;;;;
Epuration;PV 20 02 0472;Pression CO2;Chaulerie;200165AR;2/9/00;AMRI KSB;394;394;394;;REG;PAPILLON;2000;6;2020;2026;;;;;;;;;;;;;;;;;;;;;
Epuration;PV 22 02 0563;Pression pompe à vide;pompe à vide;;;SOMAS;395;395;395;;REG;PAPILLON;1998;100;1998;2098;;;;;;;;;;;;;;;;;;;;;
Epuration; ;Purge ballon à gaz n°1;0;0;12/31/99;EMERSON;396;396;396;TOR;;PAPILLON;0;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Epuration;;Purge ballon à gaz n°2;;0;12/31/99;EMERSON;397;397;397;TOR; ;PAPILLON;0;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 06 02 0629;Purge JT1;Bac de contact JT1;;;VALMET METSO;398;398;398;TOR;;PAPILLON;;100;2003;2103;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 09 13 0382;Purge lavage buées;Chaulerie;;4/1/00;AMRI KSB;399;399;399;TOR;;PAPILLON;2000;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Epuration;EV 0113 0348;Purge laveur à gaz;Laveur à gaz;DT17096;6/13/17;IFC Valve;400;400;400;TOR;0;GUILLOTINE;2017;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Epuration;;Temp. Eau sortie Barriquand;0;récup Chalons;4/3/07;NAF AB;401;401;401;0;REG;PAPILLON;0;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;0;Chauffage jus clair 1;0;0;12/31/99;VALMET METSO;402;402;402;0;REG;PAPILLON;0;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0277;Débit régénération ( EV33 );Adoucisseur;1122AR;3/28/11;AMRI KSB;403;403;403;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0276;Débit rincage lent ( EV32 );Adoucisseur;1122AR;3/28/11;AMRI KSB;404;404;404;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;Ev01 02 0275;Débit rinçage rapide ( EV31 );Adoucisseur;1122AR;3/28/11;AMRI KSB;405;405;405;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0279;Débit saumure ( EV35 );Adoucisseur;1122AR;3/28/11;AMRI KSB;406;406;406;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0241;Entrée adoucisseur n°1 ( EV1 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;407;407;407;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0250;Entrée adoucisseur n°2 ( EV11 );Adoucisseur N°2;1122AR;3/28/11;AMRI KSB;408;408;408;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0246;Entrée rinçage rapide adoucisseur n°1 (EV6 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;409;409;409;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0255;Entrée rinçage rapide adoucisseur n°2 ( EV16 );Adoucisseur n°2;1122AR;3/28/11;AMRI KSB;410;410;410;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0243;Entrée soulèvement adoucisseur n°1 ( EV3 );Adoucisseur n°1;1122ar;3/28/11;AMRI KSB;411;411;411;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0252;Entrée soulèvement adoucisseur n°2 ( EV13 );Adoucisseur n°2;1122AR;3/28/11;AMRI KSB;412;412;412;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;0;Erpac n°1 Soufflage (vanne n°8);Adoucisseurs Erpac;0;12/31/99;SAPAG;413;413;413;TOR;0;BOULE;0;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;0;Erpac n°2 Soufflage (vanne 18);Adoucisseurs ERPAC;0;12/31/99;SAPAG;414;414;414;TOR;0;BOULE;1988;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;LV 01 02 0583;Niveau bache eau froide usine;Bache à eau froide usine;0;4/1/12;AMRI KSB;415;415;415;;REG;PAPILLON;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Epuration ;AV 06 02 0580;PH 1ère carbonatation ;Caisse 1ère carbonatation;0;12/31/99;VALMET METSO;416;416;416;0;REG;PAPILLON;2011;13;2011;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;LT 01 02 1078;Niveau distillateur;Distillateur;1253AR;12/12/16;VALMET METSO;417;417;417; ;REG;PAPILLON;2013;11;0;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;PV 22 02 0855;Pression réchauffeur jus chaulé n° 3;Réchauffeurs jus chaulé;0;4/1/12;MASONEILAN;418;418;418;;REG;Opercule;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Epuration ;0;Purge bac de contact 2ème carbo;Bac de contact 2ème carbonatation;1506AR;2/10/15;VALMET METSO;419;419;419;0;;PAPILLON;2015;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV 01 02 0242;Sortie adoucisseur n°1 ( EV2 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;420;420;420;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0251;Sortie adoucisseur n°2 ( EV12 );Adoucisseur N°2;1122AR;3/28/11;AMRI KSB;421;421;421;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0247;Sortie rinçage lent adoucisseur n°1 ( EV7 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;422;422;422;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0256;Sortie rincage lent adoucisseur n°2 ( EV17 );Adoucisseur n°2;1122AR;3/28/11;AMRI KSB;423;423;423;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0245;Sortie rinçage rapide adoucisseur n°1 ( EV5 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;424;424;424;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0254;Sortie rinçage rapide adoucisseur n°2 ( EV15 );Adoucisseur n°2;1122AR;3/28/11;AMRI KSB;425;425;425;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0244;Sortie soulèvement adoucisseur n°1 ( EV4 );Adoucisseur n°1;1122AR;3/28/11;AMRI KSB;426;426;426;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;EV01 02 0253;Sortie soulèvement adoucisseur n°2 ( EV14 );Adoucisseur n°2;1122AR;3/28/11;AMRI KSB;427;427;427;TOR;0;PAPILLON;2011;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Epuration ;TV 12 13 0045;Température gaz four;four à chaux;vanne fournie par Delot;4/1/00;AMRI KSB;428;428;428;0;REG;PAPILLON;2000;6;2021;2027;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0901;Ancienne Niveau corps I1 et I2;Corps I1 et  I2;;;VALMET METSO;429;429;429;;REG;PAPILLON;;25;2003;2028;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 0083;Appoint d'eau bac JAE;Bac JAE;0;12/31/99;AMRI KSB;430;430;430;0;REG;PAPILLON;0;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 06 02 0651;CEFT vanne aspiration pompe n°1;CEFT;1256AR;12/11/12;AMRI KSB;431;431;431;TOR; ;PAPILLON;2012;12;2013;2025;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 06 02 0652;CEFT Vanne aspiration pompe n°2;CEFT;1256AR;12/11/12;AMRI KSB;432;432;432;TOR; ;PAPILLON;2012;12;2013;2025;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 06 02 0653;CEFT vanne refoul. Pompe n°1;CEFT;1256AR;12/11/12;AMRI KSB;433;433;433;0;REG;Papillon;2012;100;0;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 06 02 0654;CEFT vanne refoul. Pompe n°2;CEFT;1256AR;12/11/12;AMRI KSB;434;434;434;0;REG;PAPILLON;2012;100;0;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;PV 02 02 0079;Chauffage 6ème corps par corps I1 ;6ème corps;0;;VALMET METSO;435;435;435;0;REG;PAPILLON;1998;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Chauffage concentrateur par 3ème corps;6ème corps;0;12/31/99;AMRI KSB;436;436;436;0;REG;PAPILLON;0;100;2010;2110;;;;;;;;;;;;;;;;;;;;;
Evaporation;FV 06 02 0086;Débit avant évaporation;Bac avant évaporation;;;VALMET METSO;437;437;437;;REG;PAPILLON;;100;2006;2106;;;;;;;;;;;;;;;;;;;;;
Evaporation;PV 06 02 0856;Dégazage Réchauffeur Gi ;Réchauffeurs jus chaulé;1253AR;12/6/12;VALMET METSO;438;438;438; ;REG;PAPILLON;2012;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;TV 01021080;Désurchauffe CEFT;CEFT;13025 DT;8/8/13;CCI VALVE;439;439;439;;REG;0;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe éjecto 2;Ejectos Désurchauffe;010511AR;3/30/01;EMERSON;440;440;440;TOR;;BOULE;2001;15;2010;2025;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe éjecto A;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;441;441;441;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe éjecto A;Ejectos Désurchauffe;010511AR;3/30/01;EMERSON;442;442;442;TOR;;BOULE;2001;99;;2100;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe éjecto B;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;443;443;443;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe éjecto B;Ejectos Désurchauffe;;;EMERSON;444;444;444;TOR;;BOULE;2001;99;;2100;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe éjecto C;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;445;445;445;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe éjecto C;Ejectos Désurchauffe;;;EMERSON;446;446;446;TOR;;BOULE;2001;99;;2100;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe éjecto D;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;447;447;447;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe éjecto D;Ejectos Désurchauffe;;;EMERSON;448;448;448;TOR;;BOULE;2001;99;;2100;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe éjecto deshy. N°1;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;449;449;449;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Desurchauffe éjecto deshy. N°2;Ejectos Désurchauffe;0;4/1/12;MASONEILAN;450;450;450;TOR;0;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;3EV 01 02 0161;Désurchauffe éjecto E;Ejectos corps I turbo;0;12/31/99;MASONEILAN;451;451;451;TOR; ;OPERCULE;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;3EV 01 02 0162;Désurchauffe éjecto F;Ejectos corps I turbo;0;12/31/99;MASONEILAN;452;452;452;TOR ; ;OPERCULE;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;3EV 01 02 0163;Désurchauffe éjecto G;Ejectos corps I turbo;0;12/31/99;MASONEILAN;453;453;453;TOR; ;OPERCULE;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Désurchauffe ejecto1;Ejectos Désurchauffe;010511AR;3/30/01;EMERSON;454;454;454;TOR;;BOULE;2001;15;2010;2025;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Désurchauffe vapeur 45 bars  detente 2,5b;0;1270 AR;12/18/12;MASONEILAN;455;455;455; ;REG;0;2012;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto A aspirée;Ejectos;;;VALMET METSO;456;456;456;TOR;;PAPILLON;2001;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Ejecto A vanne motrice;Ejectos;010447AR;3/20/01;CORRI SERVAIS;457;457;457;TOR;0;GUILLOTINE;2001;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto B aspirée;Ejectos;010446AR;3/1/01;VALMET METSO;458;458;458;TOR;;PAPILLON;2001;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto B vanne motrice;Ejectos;010447AR;3/20/01;CORRI SERVAIS;459;459;459;TOR;;GUILLOTINE;2001;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto C aspirée;Ejectos;010446AR;3/1/01;VALMET METSO;460;460;460;TOR;;PAPILLON;2001;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto C vanne motrice;Ejectos;010447AR;3/20/01;CORRI SERVAIS;461;461;461;TOR;;GUILLOTINE;2001;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto D aspirée;Ejectos;010446AR;3/22/01;VALMET METSO;462;462;462;TOR;;PAPILLON;2001;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto D vanne motrice;Ejectos;010447AR;3/20/01;CORRI SERVAIS;463;463;463;TOR;;GUILLOTINE;2001;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Ejecto n° 1 aspirée;Corps I deshy;2216AR;12/31/99;VALMET METSO;464;464;464;TOR;0;PAPILLON;0;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Ejecto n° 1 vanne motrice;Corps I deshy;1021 AR;12/31/99;CORRI SERVAIS;465;465;465;TOR;0;CLAPET;2010;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto n° 2 aspirée;Corps I deshy;2216AR;;VALMET METSO;466;466;466;TOR;;PAPILLON;2010;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Ejecto n° 2 vanne motrice;Corps I deshy;1021 AR;;CORRI SERVAIS;467;467;467;TOR;;CLAPET;2010;99;2022;2121;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Niv. Bouteille D2 ;Chaine condensats deshy;0919 AR;3/23/09;VALMET METSO;468;468;468;0;REG;PAPILLON;2009;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Niv. Bouteille D3;Chaine condensats deshy;0919 AR;3/23/09;VALMET METSO;469;469;469;0;REG;PAPILLON;2009;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0902;Niveau 1er corps;1er corps;;;MASONEILAN;470;470;470;;REG;PAPILLON;1998;100;2011;2111;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0903;Niveau 2ème corps;2ème corps;1842AR;12/13/18;VALMET METSO;471;471;471;0;REG;OBTURATEUR;2010;10;2019;2029;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0904;Niveau 3ème corps;3ème corps;;4/1/12;MASONEILAN;472;472;472;;REG;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;LOCALE;Niveau 3ème corps;3ème corps;;;SCHLUMBERGER SEREG VANNES;473;473;473;;REG;OPERCULE;;99;1995;2094;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0075;Niveau 4ème corps;4ème corps;;4/1/12;MASONEILAN;474;474;474;;REG;OPERCULE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Evaporation;LOCALE;Niveau 4ème corps;4ème corps;;;SCHLUMBERGER SEREG VANNES;475;475;475;;REG;OPERCULE;;99;1995;2094;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 0839;Niveau 4ème corps C;4ème corps;0;12/31/99;VALMET METSO;476;476;476;0;REG;PAPILLON;1989;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 07 02 0566;Niveau 5ème corps;5ème corps;13142036;;SCHLUMBERGER SEREG VANNES;477;477;477;;REG;OPERCULE;;100;2004;2104;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 07 02 0082;Niveau 6ème corps;6ème corps;990013 AR;12/31/99;AMRI KSB;478;478;478;0;REG;PAPILLON;1999;10;2021;2031;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 1073;Niveau baches Duquesne;Baches à eau Duquesne;1313 AR;2/18/13;VALMET METSO;479;479;479;0;REG;PAPILLON;2013;10;2017;2027;;;;;;;;;;;;;;;;;;;;;
Evaporation;2LV 01 02 1073;Niveau baches Duquesne (appoint A5 par B0);Baches à eau Duquesne;1313 AR;2/18/13;VALMET METSO;480;480;480;0;REG;PAPILLON;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Niveau ballon cond. rechauffeurs G0. G1. G2.;Ballon condensats rechauffeurs G0. G1. G2.;;;MASONEILAN;481;481;481;;REG;OPERCULE;;100;1997;2097;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 13 0431;Niveau bouteille A2;Bouteille évapo A2;0;;SCHLUMBERGER SEREG VANNES;482;482;482;0;REG;OPERCULE;0;22;2002;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;A démonter;Niveau bouteille A3;Chaine condensats évaporation;;;SCHLUMBERGER SEREG VANNES;483;483;483;;REG;OPERCULE;;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Niveau bouteille A4;Chaine condensats évaporation;;;SCHLUMBERGER SEREG VANNES;484;484;484;;REG;OPERCULE;;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 13 0446;Niveau bouteille B0;Chaine condensats évaporation;1013AR;3/9/10;VALMET METSO;485;485;485;;REG;PAPILLON;2010;15;2010;2025;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 02 0556;Niveau bouteille B1;Chaine B condensats évaporation;1842AR;12/13/18;VALMET METSO;486;486;486;0;REG;OBTURATEUR;2010;10;2019;2029;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Niveau bouteille B2;Chaine condensats évaporation;;;VALMET METSO;487;487;487;;REG;PAPILLON;;100;2003;2103;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 13 098;Niveau bouteille B4;Bouteille B4;;;MASONEILAN;488;488;488;;REG;PAPILLON;;22;2002;2024;;;;;;;;;;;;;;;;;;;;;
Epuration ;PV 22 02 0856;Pression réchauffeur JT1 n°1;Réchauffeur de JT1;0;12/31/99;MASONEILAN;489;489;489;0;REG;OPERCULE;0;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Cristallisation;PV 02 22 0576;Casse vide vapeur cuite de 1er jet n°2;cuites de 1er jet;030031 AR;6/18/03;EMERSON;490;490;490;;REG;PAPILLON;2003;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 09 13 0094;Niveau bac expédition;Chaulerie;;;VALMET METSO;491;491;491;;REG;BOULE;;16;2008;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV01020552;NIVEAU BOUTEILLE CONDENSAT A4;Chaine condensats évaporation;2248AR;11/15/22;VALMET METSO;492;492;492;0;REG;0;15/11/2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 06 02 0024;Niveau bac petit jus vanne n° 1 ;Bac à petit jus;;;EMERSON;493;493;493;;REG;PAPILLON;1997;19;2005;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 01 13 0499;Niveau bouteille DI;Chaine condensats deshy;0;12/31/99;VALMET METSO;494;494;494;;REG;PAPILLON;0;100;2009;2109;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 07 02 0581;Niveau concentrateur ls;Concentrateur ls;0;12/31/99;VALMET METSO;495;495;495;0;REG;PAPILLON;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 06 02 0564;Niveau bac petit jus vanne n° 2;Bac à petit jus;;;EMERSON;496;496;496;;REG;PAPILLON;1997;9;2015;2024;;;;;;;;;;;;;;;;;;;;;
Evaporation;LV 06 02 0901;Niveau entrée sur sortie CEFT;CEFT;1313AR;2/18/13;VALMET METSO;497;497;497;0;REG;PAPILLON;2013;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Pression  B5;ballon B5;0;12/31/99;AMRI KSB;498;498;498;0;REG;PAPILLON;0;100;2005;2105;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Pression distillateur;Distillateur;1251AR;12/6/12;CCI VALVE;499;499;499;;REG;CAGE;2012;100;2012;2112;;;;;;;;;;;;;;;;;;;;;
Epuration;LV 01 02 0853;Niveau bache réfrigérant vers digues;Réfrigérant;;;AMRI KSB;500;500;500;;REG;PAPILLON;;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Evaporation;12/31/99;Rinçage CEFT n°1;CEFT;950661AR;11/13/95;SAPAG;501;501;501;TOR;0;Boule;1995;15;2013;2028;;;;;;;;;;;;;;;;;;;;;
Evaporation;0;Rinçage CEFT n°2;CEFT;950661AR;10/12/95;SAPAG;502;502;502;TOR; ;BOULE;1995;100;2013;2113;;;;;;;;;;;;;;;;;;;;;
