ID VANNE;AFFECTATION;MACHINE;NUM ACTIONNNEUR;ATELIER;NUM CORPS;NUM POSITIONNEUR;FOURNISSEUR  VANNE;Repère;DATE ACHAT;VUE EN;FREQ. REVISION;ORGANE  REGLANT;typeVannes;A VOIR EN;N° COMMANDE
607;VANNE NETTOYAGE TAMBOUR LAVEUR - VANNE C;COFFRET TAMBOUR LAVEUR;607;9;607;NULL;24;ZV 234;2020;2020;10;Pelle;TOR;2030;2010 AR
608;VANNE PURGE EPIERREUR 2 TEC-4000-2;COFFRET TAMBOUR LAVEUR;608;9;608;NULL;24;ZV 183;2020;2020;10;Pelle;TOR;2030;2010 AR
609;VANNE PURGE EPIERREUR 2 TEC-4000-2;COFFRET TAMBOUR LAVEUR;609;9;609;NULL;24;ZV 180;2020;2020;10;Pelle;TOR;2030;2010 AR
610;VANNE PURGE NETTOYAGE TAMBOUR LAVEUR;COFFRET TAMBOUR LAVEUR;610;9;610;NULL;24;ZV 120;2020;2020;10;Pelle;TOR;2030;2010 AR
611;VANNE PURGE RAMASSE FLOTTANTS;COFFRET EPAILLEUR;611;9;611;NULL;24;ZV 164;2020;2020;10;Pelle;TOR;2030;2021 AR
612;Vanne refoulement POMPE P1A;COFFRET BACHE;612;9;612;NULL;21;ZV 74;2020;2020;10;Papillon;TOR;2030;2009 AR
613;Vanne refoulement POMPE P1B;COFFRET BACHE;613;9;613;NULL;21;ZV 77;2020;2020;10;Papillon;TOR;2030;2009 AR
614;NULL;NULL;614;9;614;NULL;24;40;2020;2020;10;Pelle;NULL;2030;2010 AR
615;NULL;NULL;615;9;615;NULL;24;26;2020;2020;10;Pelle;NULL;2030;2010 AR
616;NULL;NULL;616;9;616;NULL;24;86;2020;2020;10;Pelle;NULL;2030;2010 AR
617;NULL;NULL;617;9;617;NULL;24;6;2020;2020;10;Pelle;NULL;2030;2010 AR
618;NULL;NULL;618;9;618;NULL;24;281;2020;2020;10;Pelle;NULL;2030;2010 AR
619;NULL;NULL;619;9;619;NULL;24;32;2020;2020;10;Pelle;NULL;2030;2010 AR
620;NULL;NULL;620;9;620;NULL;17;43;2020;2020;10;Papillon;NULL;2030;2009 AR
621;NULL;NULL;621;9;621;NULL;17;45;2020;2020;10;Papillon;NULL;2030;2009 AR
622;NULL;NULL;622;9;622;NULL;17;48;2020;2020;10;Papillon;NULL;2030;2009 AR
623;NULL;NULL;623;9;623;NULL;17;77;2020;2020;10;Papillon;NULL;2030;2009 AR
624;NULL;NULL;624;9;624;NULL;17;55;2020;2020;10;Papillon;NULL;2030;2009 AR
625;NULL;NULL;625;9;625;NULL;17;56;2020;2020;10;Papillon;NULL;2030;2009 AR
